SMILES,molecular_weight,sa_score,homo_lumo_gap_au,dipole_moment_debye
CC(C)(C)C1CCCO1,128.215,3.0936156935295305,0.3147,1.4346
CC1CCC2CCC12O,126.19899999999998,3.7938913798335054,0.3171,1.2587
CC1OCC(O)CO1,118.13199999999998,3.278211127517716,0.3303,1.9016
CC1CC2CCC2C1O,126.19899999999998,3.76328862861389,0.316,1.3528
COCCCC(O)CO,134.175,2.612727231991069,0.3152,2.9146
CC(CO)C1(C)CC1,114.188,3.52271909354197,0.3378,1.2793
OC1CCCOCOC1,132.159,3.2321961669023125,0.3259,1.1756
C1COC2(C1)CCOC2,128.171,3.884916200346326,0.3145,2.7107
CCCOC(=O)CC,116.15999999999998,1.872202835809425,0.2862,1.885
OCC1OC1C1CCO1,130.143,3.783229841371967,0.3207,2.8834
CCC1(O)C(C)C1C,114.18799999999996,3.665934521060363,0.3138,1.3573
CCCC(C)C1CN1C,127.231,3.744293011940528,0.3019,1.2961
CC1COC(CO)C1C,130.18699999999995,3.782370687525813,0.3166,2.8212
CC(C)C(C)(C)O,102.17699999999998,2.1426605096010025,0.3273,1.3142
CC#CC(C)OCCO,128.171,3.801673385837223,0.2884,2.3235
CC(O)C1CC1(C)O,116.16,3.8402529336920974,0.3204,1.4854
CCN=C1CC(CC)O1,127.18699999999998,3.9669041550679927,0.2776,2.3481
CCC1C(O)C1N1CC1,127.187,3.8843649182950433,0.3031,2.7053
COCC1COC1CO,132.15900000000002,3.6426211291450894,0.315,2.6159
C1CCC2(C1)CCOC2,126.199,3.120982360196197,0.3048,1.7293
OC1CC(CC2CO2)C1,128.171,3.3034022319910683,0.3298,2.7258
CC1C2CCCCOC12,126.199,3.690864918295043,0.3136,1.1252
CCCOCC1(O)CC1,130.18699999999998,2.6005991610717096,0.3246,1.9662
CCCOC1CC1OC,130.18699999999995,3.253156513760473,0.3178,1.293
COC1CCC2OC2C1,128.171,3.55546551001102,0.3311,2.4615
CCC(C)COC(N)=O,131.175,2.7485324159375573,0.323,2.4568
C#CC(C)(C)CO,98.14499999999998,3.544772002813671,0.3063176422079303,1.809547289539961
CC1C2C(C)C1C2CO,126.19899999999998,3.9708708147638183,0.3369,1.2931
CC1CC(CC(N)=O)O1,129.15900000000002,3.314466801385892,0.2676,2.5626
OCC1C(O)C1C1CC1,128.171,3.897622610602737,0.2952,2.4756
COCC1=CCCCC1,126.199,2.4955072971663856,0.2613,1.0354
CC1OCCO1,88.106,3.09711244873865,0.3439,1.0448
CCCN1CC1C1CO1,127.18699999999995,3.764299379833505,0.313,1.4631
COC1CC1C(C)(C)C,128.21499999999995,3.649013958576528,0.3247,1.1523
OCCOC(CO)CO,136.147,2.692693391840942,0.3242,2.4338
OC12CN(C1)C2,85.106,3.9609039339419576,0.3126,1.7613
CC1(C)OCC2CC2O1,128.171,3.858565744529704,0.3231,1.6267
CC1OCC(C)(O)CO1,132.159,3.652554930302479,0.3258,1.9182
COCC(C)C1COC1,130.18699999999998,3.241879155067992,0.3171,2.1433
CC1CCOCC1O,116.15999999999998,3.4877895081785084,0.3242,1.7597
CCCC1CN1CCO,129.20300000000003,3.252192821452782,0.3131,2.1163
C1CC2COC2CO1,114.14399999999999,3.7025685291575288,0.2897822269997618,2.20461743021092
CC#CC(OC)C(C)C,126.19899999999998,3.857705660084715,0.2913378399961023,1.4593530601411149
C1COC(C2CO2)OC1,130.14299999999997,3.383566581103495,0.3244959385772266,2.7393291414926653
C#CCC1(O)COC1,112.12799999999999,3.7462467918533804,0.2918008584783239,0.517938041148369
CC#CC1(NC)COC1,125.17099999999999,3.886635699533249,0.25895495934663976,3.1071556998953342
C#CCCOCCC,112.172,2.6400167219233115,0.2949672630344277,1.588364931891297
C#CCC1CC(CO)O1,126.15499999999999,3.9907997445297045,0.2883557222163851,1.721228924456499
CCOC(C)(C#N)CO,129.15900000000002,3.811700308914147,0.28575940817261186,4.038633040526458
OCC1C=CCCCC1,126.19900000000001,3.1594559302159215,0.252593977117014,1.161052252231368
CC1COC2CC(CO2)O1,144.17,5.384147908948352,0.2990526627939031,3.2363795241035187
CC(C)(C)C1COCCO1,144.21399999999997,3.38366474528718,0.29014101727494457,0.236915076155271
CC1OC(CO)OC(CO)O1,164.15699999999998,4.2943851505244535,0.3113162702653086,1.4590442152477372
CC(C)(C)OCCCOCCO,176.25599999999997,2.318863196023223,0.28742033554974394,3.3049496786718726
CC1CCC2CC(CO)C(C)(C)C12,182.307,4.200639975792765,0.30775399367204304,1.4631186204131048
CC1CCC2(OCC(O)C2O)O1,174.196,4.780928973995251,0.28502974195154207,1.8140618465784566
CC(C)(C)C1CCC2CC(O)CC21,182.307,3.922470745023533,0.3028692003613983,1.3122823565037247
CCOC1(CCO)OCC2OC21,174.196,4.46375494306556,0.3052278788880166,2.4810611685028876
CC(C)(C)C1OC(CO)C(CO)O1,190.23899999999998,3.69447868188311,0.2861239954024205,2.5373980835630454
CC(C)(C)OC1CC(O)C(O)CO1,190.23899999999998,3.9102391045172267,0.29367907169236834,3.4324693199440075
OCC1OC(CO)C2CCC12,158.19699999999997,3.9942476375863087,0.3014021332271394,2.3792763356511712
OCC1C(O)C2CCC12CO,158.197,4.518612649993256,0.27802535874915096,1.8368275969290648
OCC1COC2COC2OC(CO)O1,206.194,4.606151745542011,0.28495945004383644,3.708501378184743
CC(C)(C)OC1C(CO)OC(C)(C)C(O)C1O,248.319,4.138325943837119,0.2766991167584095,3.685371454987245
OCC1OC(CO)C2OCC2O1,176.16799999999998,4.352885549312008,0.2916747625155568,2.4246932871243314
CCOC(C)C1OC(C)C1OC,174.23999999999998,4.080666855873094,0.2912932584083736,2.882989835389112
COC1CC(OC(C)C)C1OC(C)C,202.29399999999998,3.8186538792980063,0.28093162153166856,1.0728735452261609
CCOC1COC(CO)C1O,162.18500000000003,3.6458018627513322,0.2885599219189321,3.432481710375307
COCC1OC(C)OC1CO,162.185,3.734795708905178,0.2767891626739223,3.113433611551307
CCOC1CC(O)COC(O)C1,176.212,4.0108553955542465,0.2775318537690597,1.4263156456959991
O=C1COCC(OCCO)CO1,176.16799999999998,3.4520604694312693,0.2554516469779425,4.891524045267626
CC1OCC(COC2COC2)O1,174.19599999999994,3.8198958778975056,0.29160000927834184,2.5043813981000116
CC(C)N1CCC2(COC2)C1,155.24099999999999,3.3092157149088957,0.25459408521814175,2.1094930473961355
CCOC(C)(C)COC1COC1,174.23999999999998,3.012261272946299,0.2886280434945885,3.114866678900472
CCN1CC(C)C2(CCO2)C1,155.24099999999999,4.252223606059198,0.2605452979456421,2.1914823671119295
CC1(C)OCC2CC(O)C2O1,158.197,3.9651957089051777,0.28419594994268604,1.3943914340313401
CC1(C)OCC2OC(CO)C2O1,174.196,3.7006637871626387,0.2873059717338831,1.4190728569439799
CCOC1CC(O)C(OCC2COC2)O1,218.24899999999994,3.9558843155876886,0.29568451799434853,2.7850405003973986
CC(C)(C)OC1C(CO)OC(CO)C1O,220.265,3.6538501662277536,0.2823808578835677,2.8067347903956392
COc1ccc(OCC2COC(CO)C2)cc1,238.28299999999996,2.853693185706714,0.19134678242042535,1.4961810681355965
CC(C)(C)C1OC(CO)C(O)(CO)O1,206.23799999999997,4.459644419838548,0.28708368295756037,1.663701267177449
CC1CCC2(CC1)OC(C)(C)C2O,184.279,4.106357540199191,0.26967952939346307,1.9984654189172892
CC(C)C1OCC(C)(C)NC(=O)O1,187.23899999999998,3.8567554906114427,0.2820840375249754,4.061211952735373
CC(C)C1CC2CCC(CO)C21,168.28,3.948502826152815,0.3005618434932196,1.6749304956577709
CC(C)CC1(CCO)CC2CCC21,182.30699999999996,4.050811276462928,0.30019613249080623,1.2835025470173314
CC1COC2C(CC3OC32)O1,156.18099999999998,4.437149663751505,0.3014135364911178,1.9737603222433193
CC1COC(CCC2OCCO2)O1,188.22299999999996,3.911233147232002,0.30390647873817744,1.6257330940831562
CCOC1CCOC2(CC1)OCCO2,202.24999999999994,4.041721624341362,0.2953678908761382,2.504258723307918
CCOC1CC2C(CC3OC32)O1,170.208,4.479824391609366,0.31275041376572743,1.3775147266898362
CC(C)CC1(C)C(O)C1(C)C,156.26899999999998,3.6786374582167625,0.28348108755958834,1.322141907929592
CC(C)CC1(C)OC(C)(C)C1O,172.268,4.126934067942755,0.2797976487008028,1.9580613018455952
CCOC(=O)C1COCCO1,160.16899999999995,2.8372299580850733,0.2400837045351158,1.9077663046581328
CCOC(=O)CCOC1CCO1,174.19599999999997,2.6383705064530716,0.265862864478695,2.001885816176329
CCOC1CCN(CC2COC(O)C2O)C1Cl,265.737,4.683362421160625,0.26900887026455766,3.6884573342380262
COC1CCC2OC(C)OC12,158.19699999999997,4.088383617735191,0.28585340917870333,2.042554565129422
CCC1(C)C2C(O)CCN21,141.21399999999997,4.600258603448463,0.2522009581089178,0.9111365760423357
CCOC1CC2OC2CC1OC,172.224,3.8840384904884786,0.29471507769935207,2.022189055640648
CCC1(C)OC2CCN(C)C21,155.24099999999999,4.386349555059023,0.27073065798528506,2.11060496830075
CCOC1CCC2OC2C1Cl,176.643,4.30366897753668,0.28780737135532025,3.1844426178998417
CCN(CC)C1CCC(O)C1O,173.256,3.6964827994004006,0.2505563759941729,3.5700631367021454
CCCC1(CC)OCC(O)C1O,174.24,4.244215010938863,0.2851692475215548,1.151107988347035
CCCOC1CCC(O)C(O)C1,174.23999999999998,3.392989661288512,0.29257394707121404,3.142983009970876
CC1OC2CC(O)(CO2)C(O)C1C(F)(F)F,242.19299999999998,5.805289526370491,0.2931539652462409,2.560870598228258
CCOc1ccc(CCN(C)C)cc1,193.29,1.5306356152779372,0.2043124527285166,1.8015092442832144
CC1OC(CO)C(O)C2OC2C1C(F)(F)F,242.19299999999996,4.4883083988845565,0.2987879291712665,2.376323767790293
CCN(CC)c1ccc(OC)cc1,179.26299999999998,1.5690628269319031,0.1729802635947546,1.7939000432043788
CC1CC2(CCC(C)C2O)C1C,168.28,4.942012709781471,0.29284062822484513,1.3801820629721575
CC1CC2(CCC(C(C)C)C2O)C1,182.307,4.204514784476677,0.294551601196011,1.4770213384089228
CCOC(C)(C)C1COC1,144.21399999999997,3.0715090116459276,0.2802406134444448,2.809977475379336
COCC(C)(C)C1COC1,144.21399999999997,3.061518479101549,0.2789108680465499,2.7106720851968986
CC1C(=O)OCCC1OC(C)(C)C,186.25099999999998,3.540692709032431,0.26486419995358657,5.660935775961718
CC(C)(C)OCCOC(=O)C(C)(C)O,204.266,2.591200585692137,0.2496703888993732,2.6416982530385127
COC(=O)C1COC(OC(C)(C)C)CO1,218.24899999999997,3.769377548415756,0.2454577165017137,2.120586509416805
CC(COC(=O)C(C)(C)O)OC(C)(C)C,218.29299999999995,3.25553764502473,0.2549087876052279,3.691388299597344
CC(C)(C)OCC1COC(=O)O1,174.19599999999997,3.317978286173351,0.29621323341837574,5.212937168986471
COC(=O)C(CO)OCC(C)(C)C,190.23899999999998,3.1693302335155984,0.24962544627448752,2.8762979988212742
CC(C)COC(=O)NCC1CCOCC1,215.29299999999992,2.1999210308918293,0.2928572292644358,1.68277436704793
CC(C)(C)OC1COCC(OC(=O)C(C)(C)O)C1,260.33,3.748240272952364,0.24162023003531968,1.8028139487166923
CC(C)C(=O)OC1COC(OCCOC(C)(C)C)OC1,290.356,3.1905619492375914,0.24740351829449014,2.450218280481287
CC(C)COC(=O)NCCOc1ccccc1,237.29899999999998,1.721677158763633,0.2174410904966156,2.7159589864612257
CCOc1ccc(C(O)CN2CC2)cc1,207.27299999999994,2.1294559699430557,0.20990910671419885,2.874086267670867
CCOC(=O)N1CC(O)C(C)(C)C1,187.23899999999998,3.019327888801488,0.2697753733509168,1.682112099713073
COc1ccc(CCN2CC2C)cc1O,207.273,2.6419130174589096,0.20727918875771872,2.495527168922533
CCOC1CC(O)C(CO)O1,162.18499999999997,3.5579249396744093,0.29061279198305295,2.223186345463418
CC(C)(C)OCCOC(CO)CO,192.255,2.694614410642311,0.28728471153606633,1.175431751491721
CC1CC(O)C(COc2ccccc2)O1,208.257,2.9444988313045304,0.21331263679914347,2.0460961824107295
CC(C)(C)C1CC(O)C(=O)N1,157.213,3.8909336120629154,0.24804731248289932,2.7886228535739557
CCOC1COC(OCC)OC1,176.21199999999996,3.199835679054896,0.3076736563352249,1.4314860441871557
CCOC(=O)OCCOC(=O)CC,190.19499999999996,2.1212028269319028,0.28081250060071156,2.03034232252964
CC(C)(C)OC(CO)COC(=O)C(C)(C)O,234.29199999999994,3.3387246231907675,0.26037566258866807,5.3161192182234815
CC(=O)OCC(C)(O)OCCOC(C)(C)C,234.29199999999994,3.397352109119474,0.25515340108714313,2.2100529351101192
CCOc1ccc2c(c1)oc(=O)n2CCN1CCOCC1,292.33500000000004,2.168601754101779,0.18643859671811558,3.976232390391882
CC(C)C(=O)OCC(CO)OC(C)(C)C,218.29299999999995,3.0819155419499964,0.2574854355933143,3.3329023817289625
COC(=O)C(CO)OCCOC(C)(C)C,220.26499999999996,3.135242106883039,0.23305160811893988,3.4806303358814703
CC(=O)OCC(C)OCOC(C)(C)C,204.26599999999996,3.13396057968842,0.2644243403810963,2.083628523021589
CC1OC(C=O)CC(O)C1C,158.197,4.4640325438924595,0.2043120482951482,1.1428047593497836
CCOC(=O)C1CC(O)CC1C,172.224,3.3221909724773244,0.2548525136173736,1.6352585498721945
CC(C)(C)OC1COC(COC(=O)C(C)(C)C)CO1,274.357,3.639154988520972,0.2598038153321925,2.902483122416413
CC(C)(C)OCCOC(CO)COC(=O)OC(C)(C)C,292.372,3.1195312923463003,0.2728721182217313,2.1041085085938303
COC1CC(COC2CC2OC)OC1C,216.277,4.285849135818632,0.28785333203415203,1.129718615985223
CC(C)(C)OCCOC1CC(O)C(CO)O1,234.292,3.652216513430341,0.2651683162504019,4.689121750697635
COCCOC1CC1OCC(C)C,188.26699999999997,3.3252153334668204,0.2913575499033818,2.8550245312902667
CC(C)(C)OC1CC(O)C(OC(=O)C(C)(C)O)C(CO)O1,306.355,4.163396959769221,0.2194553334254406,0.7834029051601964
ClCC1COC(CCl)O1,171.023,4.206868513760474,0.2981949874131088,2.3217817871487143
O=C1NC(CC2CCC3(CC2)OCCO3)O1,227.25999999999993,4.118390403140227,0.2953865141353128,5.734836253675402
FC(F)(F)COC1CCC2(CC1)OCCO2,240.22099999999992,3.2300792385753825,0.3022954707905885,2.56675862332803
CC1(CC2COC2)COC1CCO,186.251,4.299461487312974,0.2811893374425081,3.1608605896269024
CC1(C2COC2)COC1CO,158.197,4.120874381293685,0.29275756086839866,1.6173871237195792
CC1OC(Cl)CC(O)C1Cl,185.05,4.916483455519469,0.29818624165288476,0.6702700771211236
CC(=O)OC1CC(OC(C)(C)C)CO1,202.24999999999997,3.648000659794623,0.2636135935728658,3.2702456120304437
CC(C)(C)OCCOC1COC(=O)C1,202.24999999999997,3.2800350736155455,0.2597935509467861,5.634473297439486
CC(COC(=O)C(C)C)OC(C)(C)C,202.29399999999995,2.976165195073035,0.26096576132513527,2.643598041359913
CC(C)OCCOC(C)C1COC1,188.26699999999997,3.234047875873239,0.2928360161611712,0.7245869240783706
CCOC(COC(C)C)C1COC1,188.26699999999997,3.385323040708405,0.28324670889194636,3.393051919051619
CC(COC(=O)C(C)C)OC(C)(C)CCl,236.73899999999995,3.467920805107892,0.2650099096028131,1.7967174896122367
CC(C)(C)OC1C(CO)OC(CO)C1OC(=O)OCCCl,326.773,3.943395769293031,0.27691162526923746,3.354239279132789
CC(C)(C)OC1C(CO)OC(CO)C1OC(=O)C(C)(C)C,304.38300000000004,3.7823149084871694,0.2378583097457647,4.178043225442523
CC(C)(C)OC1CCN(CCO)CC1,201.30999999999995,2.2619368609957817,0.23670723953136746,3.0158948239133134
CC(C)(C)OC1CCN(CCO)C1,187.28299999999996,2.91673754620291,0.25185172245346915,2.0931556910366034
CC(COC(=O)C(C)C)OC(C)(C)CBr,281.18999999999994,3.473455622921656,0.2637461100274682,2.3288234150002545
CC1NC(=O)C(CO)OC1C,159.18499999999997,4.310631942326928,0.2503766732601763,5.3190550476431815
CNC(=O)CC1OC(C)OC1C,173.21199999999996,3.9206130878619394,0.2676737018267593,2.9245022763945787
CC1COC(NC(=O)N2CCC(O)C2)C1,214.26499999999993,3.923665634269007,0.26311562117933496,2.055530247244904
CC1OC(CO)OC1C(=O)N1CCC(O)C1,231.24799999999996,4.14519890093247,0.2520464092292548,4.925522208233132
CC(C)(C)OC(=O)OCC1COC(OC(C)(C)C)CO1,290.35600000000005,3.661841886832015,0.2704557899190596,1.4813438014090532
CCOC1CC(O)C(OCC2OCCO2)O1,234.24799999999993,4.140824182404441,0.306531250573591,1.4516272437087285
CCOC1CC(O)C(OCC2COCO2)O1,234.24799999999993,4.242622327505897,0.2939327956240005,1.3927445607943645
CC(C)(C)C#CC(O)C1NCCN1,182.26699999999997,4.303924359389722,0.2688497619220663,2.7998990923352607
CC(C)(C)OC1C(O)C(O)C1O,176.212,3.3109894525581396,0.2746345214040368,1.3462800326261775
CN1CCC1C(O)C#CC(C)(C)C,181.27899999999997,4.155641125322024,0.2836450763699972,2.696032318961735
CC(C)COC(=O)NCCC1COC1,201.26599999999993,2.3309490067447705,0.2801011499778765,2.7887829881143436
CC(C)COC(=O)NCCOC1COC1,217.26499999999993,2.4214798355018523,0.2939198400031704,4.093570307313126
CC1(CC(O)C(C)(C)O)CNC1,173.256,3.860458478481041,0.2628056499891954,2.785063785439532
CC(C)(O)C1CCN1C(C)(C)O,173.256,3.9289138630964278,0.26004222246144443,0.9176262781344242
CC(C)COC(=O)NCC1CCOCC1CCl,263.76499999999993,3.4561480572789103,0.27701918430082845,3.0512648845278334
CC(C)COC(=O)NCC1OCC(O)C1Cl,251.70999999999998,3.834022953501897,0.2774844677396247,2.5495174474475264
CC(C)OC(=O)C(C)(C)OC(C)C,188.26699999999997,2.7188166730857493,0.24365841294398063,1.1712086421315122
CCOC1(CC2CCC(O)CC2)CO1,200.27799999999996,3.5335091003984793,0.29829765208129794,3.6674778232109357
CC(C)(C)OCCOC(CO)COC(=O)C(C)(C)C,276.373,3.0889498166416773,0.26180674448453684,4.285788733609635
COC(C)(C)C(=O)OCC1COC(OC(C)(C)C)CO1,290.35600000000005,3.8563176488058897,0.24214447859871124,2.1045298255248426
CCN(CC)C1(CC2CCCC2)CO1,197.32199999999995,3.527228627025697,0.2532370646044737,1.6036586864850995
CC1OC(CO)C(C(N)=O)C1Cl,193.63,4.266040475600141,0.2607632777048433,3.5529852836730567
OC1CC2(CCC1OCC(F)(F)F)OCCO2,256.2199999999999,4.180956201848025,0.2834692460293214,1.237667354525324
CC(C)C1OC(CO)C(C(N)=O)C1F,205.22899999999998,4.195908284003549,0.2622434907586904,2.353145123939541
CCOc1ccc(CCO)cc1,166.22,1.463955588557159,0.20993829344760812,2.242122211204926
CCN(CC)CCOc1ccccc1,193.29000000000002,1.552420585692138,0.2074643991089641,1.5750094442495979
CC1=CC2CCC(CC2)C1OCC(C)C,208.345,4.2465260588955545,0.24865360505966339,1.0480504939353719
CC(C)CC1CCC2C=CC(O)CC2C1,208.34499999999997,3.997189388543899,0.2584119145376621,1.3595642896717628
CC(=O)OCC(C)(O)OCCOC(C)(C)CO,250.29099999999994,3.66027489751516,0.25310797700095455,2.754626036884813
CC(=O)OCC(C)(O)OCCOC(C)(C)Cl,254.70999999999995,3.8016598014271654,0.26493791871462463,2.2439603978202167
CC(C)COC(=O)NCC1OCC(CF)(CF)O1,267.27199999999993,4.006433724540786,0.2936555076311126,1.8166248933479587
CC(C)COC(=O)NCC1CCOCC1C(F)(F)F,283.2899999999999,3.5537290518693894,0.2891669794201449,4.5005123215395395
CCCCOC(=O)NCC1CCOCC1Cl,249.73799999999994,3.369504058806326,0.29029465080842565,2.141081753226033
CC(C)COC(=O)NCC1OCC(O)C(O)O1,249.26299999999998,3.906553994582283,0.2830249880685971,1.5563640079701833
CC(C)(C)OC1CC(O)C1O,160.213,3.7127476869271554,0.2855566688797679,1.728404043943236
CC(C)COC(=O)NCC1OCCN(CCO)C1=O,274.31699999999995,3.1468100026095565,0.24269620453715388,4.888822518215202
CC(C)COC(=O)NCCC(F)(F)F,213.19899999999993,2.2618498164613694,0.306277134110763,1.0099007447485757
O=C1OCC2(CS2=O)OC1CBr,255.08899999999997,5.726353178012067,0.22554726552104573,3.9839852952493815
CC1(CCO)C2CCC1C2S(=O)(=O)F,222.28099999999998,4.952075827452201,0.26007639429635493,5.253203486268651
CC(C)(C)OCC1OC(=O)[SH](=O)(F)O1,228.24099999999999,5.047799041226881,0.09702557088405275,5.874720002982959
O=S(=O)(CCl)C1CC2CCC1C2,208.70999999999995,4.882047062928324,0.2786566399590457,5.677058715788183
